dataset,image,question_index,question_type,question_text,correct_answer,model_answer,is_correct,raw_output
MVTec-AD,MVTec-AD/tile/test/good/019.png,1,Anomaly Detection,Is there any defect in the object?,A,B,False,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/019.png,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/019.png,3,Object Structure,What is the primary color of the tile?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/019.png,4,Object Details,What is the finish of the tile's surface?,D,C,False,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/019.png,5,Object Analysis,What is the pattern of the spots on the tile?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/020.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,B. No.
MVTec-AD,MVTec-AD/tile/test/good/020.png,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/020.png,3,Object Structure,What is the color scheme of the tile?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/020.png,4,Object Details,How would you describe the pattern on the tile?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/020.png,5,Object Analysis,What is the texture of the surface?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/021.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/021.png,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/021.png,3,Object Structure,Where does the pattern appear in the image?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/021.png,4,Object Details,What is the appearance of the pattern?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/021.png,5,Object Analysis,How is the density of the black spots distributed across the surface?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/022.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/022.png,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/022.png,3,Object Structure,What is the overall pattern of the surface depicted in the image?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/022.png,4,Object Details,What is the texture of the surface like?,A,B,False,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/022.png,5,Object Analysis,How are the speckles distributed on the surface?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/023.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/023.png,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/023.png,3,Object Structure,Where does the pattern appear in the image?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/023.png,4,Object Details,What is the appearance of the pattern?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/023.png,5,Object Analysis,How is the density of the black spots distributed across the surface?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/024.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/024.png,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/024.png,3,Object Structure,Where does the pattern appear in the image?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/024.png,4,Object Details,What is the appearance of the pattern?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/024.png,5,Object Analysis,How is the density of the black spots distributed across the surface?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/025.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/025.png,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/025.png,3,Object Structure,Where is the object typically used?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/025.png,4,Object Details,What is the appearance of the object?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/025.png,5,Object Analysis,Does the pattern on the object provide any specific functionality?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/026.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/026.png,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/026.png,3,Object Structure,Where does the pattern appear in the image?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/026.png,4,Object Details,What is the appearance of the pattern?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/026.png,5,Object Analysis,How is the density of the black spots distributed across the surface?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/027.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/027.png,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/027.png,3,Object Structure,What is the predominant color on the product's surface?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/027.png,4,Object Details,How would you describe the texture of the product?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/027.png,5,Object Analysis,What is the design of the speckles on the product?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/028.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/028.png,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/028.png,3,Object Structure,What is the overall pattern of the surface depicted in the image?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/028.png,4,Object Details,What is the texture of the surface like?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/028.png,5,Object Analysis,How are the speckles distributed on the surface?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/029.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/029.png,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/029.png,3,Object Structure,Where does the pattern appear in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/029.png,4,Object Details,What is the appearance of the pattern?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/029.png,5,Object Analysis,How is the density of the black spots distributed across the surface?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/030.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/030.png,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/030.png,3,Object Structure,What is the predominant color on the product's surface?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/030.png,4,Object Details,How would you describe the texture of the product?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/030.png,5,Object Analysis,What is the design of the speckles on the product?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/031.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/031.png,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/good/031.png,3,Object Structure,Where is the object typically used?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/031.png,4,Object Details,What is the appearance of the object?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/031.png,5,Object Analysis,Does the pattern on the object provide any specific functionality?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/032.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/032.png,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/good/032.png,3,Object Structure,Where does the pattern appear in the image?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/good/032.png,4,Object Details,What is the appearance of the pattern?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/good/032.png,5,Object Analysis,How is the density of the black spots distributed across the surface?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/000.png,1,Anomaly Detection,Is there any defect in the object?,A,B,False,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/000.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/000.png,3,Defect Localization,There is a defect in the object. Where is the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/000.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/000.png,5,Defect Analysis,There is a defect in the object. How does the defect contrast with the rest of the tile surface?,A,C,False,Answer: C.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/001.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/001.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/001.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/001.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/001.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect on the tile's overall appearance?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/002.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/002.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/002.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/002.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,B,False,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/002.png,5,Defect Analysis,There is a defect in the object. How does the defect in the tile manifest itself?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/003.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/003.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/003.png,3,Defect Localization,There is a defect in the object. Where is the defect?,A,D,False,Answer: D.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/003.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/003.png,5,Defect Analysis,There is a defect in the object. What effect does the defect have on the tile?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/004.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/004.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/004.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/004.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/004.png,5,Defect Analysis,There is a defect in the object. How does the defect contrast with the rest of the tile surface?,C,D,False,Answer: D.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/005.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/005.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/005.png,3,Defect Localization,There is a defect in the object. Where is the defect?,A,B,False,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/005.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,A,False,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/005.png,5,Defect Analysis,There is a defect in the object. How does the defect affect the tile?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/006.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/006.png,2,Defect Classification,There is a defect in the object. What is the type of defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/006.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/006.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,A,False,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/006.png,5,Defect Analysis,"There is a defect in the object. Compared to the surrounding speckles, how does the defect stand out?",D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/007.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/007.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/007.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/007.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/007.png,5,Defect Analysis,There is a defect in the object. How does the defect's edge compare to the surrounding pattern?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/008.png,1,Anomaly Detection,Is there any defect in the object?,B,A,False,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/008.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/008.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,A,False,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/008.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/008.png,5,Defect Analysis,There is a defect in the object. What could be the potential cause of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/009.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/009.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/009.png,3,Defect Localization,There is a defect in the object. Where is the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/009.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/009.png,5,Defect Analysis,There is a defect in the object. How does the defect affect the tile's appearance?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/010.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/tile/test/gray_stroke/010.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
